CD_MUN,lat,long,Município,UF,População 2022,GRUPO,TEXTO
3163300,-41.37598,-18.39828,São José do Divino,MG,3.464,C,"A população de São José do Divino (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3153202,-44.083259,-18.726055,Presidente Juscelino,MG,3.465,C,"A população de Presidente Juscelino (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4313359,-51.408631,-28.988903,Nova Roma do Sul,RS,3.466,C,"A população de Nova Roma do Sul (RS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1707553,-48.872327,-10.809757,Fátima,TO,3.467,C,"A população de Fátima (TO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3159100,-43.669814,-20.796862,Santana dos Montes,MG,3.469,C,"A população de Santana dos Montes (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1100262,-62.790074,-9.645212,Rio Crespo,RO,3.471,C,"A população de Rio Crespo (RO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4213005,-51.236054,-27.049431,Pinheiro Preto,SC,3.473,C,"A população de Pinheiro Preto (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3126307,-46.771343,-20.887887,Fortaleza de Minas,MG,3.477,C,"A população de Fortaleza de Minas (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3119708,-44.196624,-21.024663,Coronel Xavier Chaves,MG,3.486,C,"A população de Coronel Xavier Chaves (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3158409,-42.556146,-21.282115,Santana de Cataguases,MG,3.489,C,"A população de Santana de Cataguases (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2406908,-37.824373,-6.103579,Lucrécia,RN,3.490,C,"A população de Lucrécia (RN) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2411809,-37.151156,-6.321347,São Fernando,RN,3.492,C,"A população de São Fernando (RN) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2502052,-38.555768,-6.481064,Bernardino Batista,PB,3.504,C,"A população de Bernardino Batista (PB) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5206305,-48.707253,-17.212992,Cristianópolis,GO,3.504,C,"A população de Cristianópolis (GO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5107578,-61.009966,-10.46306,Rondolândia,MT,3.505,C,"A população de Rondolândia (MT) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4121307,-50.919375,-23.079955,Rancho Alegre,PR,3.512,C,"A população de Rancho Alegre (PR) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3528908,-51.1718,-21.779164,Mariápolis,SP,3.513,C,"A população de Mariápolis (SP) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4202438,-49.909163,-27.763118,Bocaina do Sul,SC,3.515,C,"A população de Bocaina do Sul (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1711951,-47.481144,-10.341863,Lagoa do Tocantins,TO,3.516,C,"A população de Lagoa do Tocantins (TO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2204600,-42.498094,-6.035674,Hugo Napoleão,PI,3.518,C,"A população de Hugo Napoleão (PI) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3144375,-46.474758,-16.545175,Natalândia,MG,3.520,C,"A população de Natalândia (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3120706,-46.676172,-18.972246,Cruzeiro da Fortaleza,MG,3.521,C,"A população de Cruzeiro da Fortaleza (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3157609,-45.557072,-16.70147,Santa Fé de Minas,MG,3.522,C,"A população de Santa Fé de Minas (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2919009,-40.963446,-12.380974,Lajedinho,BA,3.527,C,"A população de Lajedinho (BA) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4101655,-51.815311,-24.344029,Arapuã,PR,3.527,C,"A população de Arapuã (PR) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5215207,-50.646271,-16.054738,Novo Brasil,GO,3.527,C,"A população de Novo Brasil (GO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5108857,-57.257444,-14.29043,Nova Marilândia,MT,3.529,C,"A população de Nova Marilândia (MT) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3505005,-49.571958,-23.582915,Barão de Antonina,SP,3.531,C,"A população de Barão de Antonina (SP) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5219357,-49.388928,-15.251384,Santa Isabel,GO,3.538,C,"A população de Santa Isabel (GO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5003900,-53.862351,-18.74445,Figueirão,MS,3.539,C,"A população de Figueirão (MS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5209804,-49.36305,-14.739538,Hidrolina,GO,3.545,C,"A população de Hidrolina (GO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4319356,-51.506248,-29.419147,São Pedro da Serra,RS,3.548,C,"A população de São Pedro da Serra (RS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3121704,-43.183884,-20.481324,Diogo de Vasconcelos,MG,3.549,C,"A população de Diogo de Vasconcelos (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5221809,-48.196291,-17.435657,Urutaí,GO,3.553,C,"A população de Urutaí (GO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3507159,-49.16458,-24.315936,Bom Sucesso de Itararé,SP,3.555,C,"A população de Bom Sucesso de Itararé (SP) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4201604,-51.336678,-26.921499,Arroio Trinta,SC,3.556,C,"A população de Arroio Trinta (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3153004,-46.40257,-19.759764,Pratinha,MG,3.559,C,"A população de Pratinha (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3115201,-44.493074,-21.145103,Conceição da Barra de Minas,MG,3.560,C,"A população de Conceição da Barra de Minas (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4120309,-51.22226,-26.227651,Porto Vitória,PR,3.562,C,"A população de Porto Vitória (PR) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5214101,-49.303431,-13.719024,Mutunópolis,GO,3.564,C,"A população de Mutunópolis (GO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4313391,-52.99549,-29.760145,Novo Cabrais,RS,3.568,C,"A população de Novo Cabrais (RS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3150000,-41.560068,-18.331132,Pescador,MG,3.570,C,"A população de Pescador (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4111308,-52.898462,-22.728721,Itaúna do Sul,PR,3.572,C,"A população de Itaúna do Sul (PR) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1710904,-48.033318,-8.316305,Itapiratins,TO,3.577,C,"A população de Itapiratins (TO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3503505,-44.712354,-22.673131,Areias,SP,3.577,C,"A população de Areias (SP) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2408706,-37.110557,-5.784387,Paraú,RN,3.579,C,"A população de Paraú (RN) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2803807,-36.944419,-10.329222,Malhada dos Bois,SE,3.579,C,"A população de Malhada dos Bois (SE) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2510501,-36.249075,-6.977121,Olivedos,PB,3.580,C,"A população de Olivedos (PB) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2508703,-37.439897,-7.248133,Mãe d'Água,PB,3.583,C,"A população de Mãe d'Água (PB) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5005103,-53.957309,-22.706726,Jateí,MS,3.586,C,"A população de Jateí (MS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4100459,-52.692308,-24.813377,Altamira do Paraná,PR,3.590,C,"A população de Altamira do Paraná (PR) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4201109,-49.13875,-27.879776,Anitápolis,SC,3.593,C,"A população de Anitápolis (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4304101,-53.057726,-28.905614,Campos Borges,RS,3.613,C,"A população de Campos Borges (RS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3520806,-50.957417,-21.739017,Inúbia Paulista,SP,3.615,C,"A população de Inúbia Paulista (SP) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2409506,-35.873506,-5.146044,Pedra Grande,RN,3.618,C,"A população de Pedra Grande (RN) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3522000,-48.793953,-21.951619,Itaju,SP,3.618,C,"A população de Itaju (SP) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5007976,-53.431061,-22.667826,Taquarussu,MS,3.625,C,"A população de Taquarussu (MS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2207850,-43.337231,-7.9253,Pavussu,PI,3.628,C,"A população de Pavussu (PI) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4313607,-51.780371,-27.722064,Paim Filho,RS,3.629,C,"A população de Paim Filho (RS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3136579,-42.550697,-16.541651,Josenópolis,MG,3.630,C,"A população de Josenópolis (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4215356,-53.022279,-26.590522,Saltinho,SC,3.632,C,"A população de Saltinho (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4219101,-52.124176,-26.778693,Vargeão,SC,3.634,C,"A população de Vargeão (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4205159,-49.553839,-26.705567,Doutor Pedrinho,SC,3.637,C,"A população de Doutor Pedrinho (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2505501,-37.575465,-6.757044,Vista Serrana,PB,3.641,C,"A população de Vista Serrana (PB) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4123824,-53.553041,-25.383147,Santa Lúcia,PR,3.644,C,"A população de Santa Lúcia (PR) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3545506,-51.842134,-22.477862,Sandovalina,SP,3.645,C,"A população de Sandovalina (SP) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2209500,-42.014334,-7.458212,Santo Inácio do Piauí,PI,3.646,C,"A população de Santo Inácio do Piauí (PI) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4323309,-51.552882,-28.85885,Vila Flores,RS,3.646,C,"A população de Vila Flores (RS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5218391,-49.244942,-17.270766,Professor Jamil,GO,3.649,C,"A população de Professor Jamil (GO) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4300455,-54.056208,-27.813543,Alegria,RS,3.651,C,"A população de Alegria (RS) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4219606,-52.32189,-27.021214,Xavantina,SC,3.653,C,"A população de Xavantina (SC) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3144904,-41.522409,-18.45256,Nova Módica,MG,3.663,C,"A população de Nova Módica (MG) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4116406,-51.79807,-22.914078,Nossa Senhora das Graças,PR,3.669,C,"A população de Nossa Senhora das Graças (PR) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5107750,-58.050856,-15.05086,Salto do Céu,MT,3.679,C,"A população de Salto do Céu (MT) é 1,1 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4322152,-52.892791,-29.114088,Tunas,RS,3.681,C,"A população de Tunas (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3132602,-42.847855,-21.424045,Itamarati de Minas,MG,3.690,C,"A população de Itamarati de Minas (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4311122,-50.361159,-28.948177,Jaquirana,RS,3.690,C,"A população de Jaquirana (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3109600,-44.472008,-19.516979,Cachoeira da Prata,MG,3.693,C,"A população de Cachoeira da Prata (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3122470,-46.28992,-16.740318,Dom Bosco,MG,3.697,C,"A população de Dom Bosco (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3171402,-42.281986,-20.912645,Vieiras,MG,3.700,C,"A população de Vieiras (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3551207,-49.481748,-23.257509,Sarutaiá,SP,3.704,C,"A população de Sarutaiá (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4103370,-53.541696,-24.166087,Brasilândia do Sul,PR,3.708,C,"A população de Brasilândia do Sul (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5204656,-48.568226,-13.884494,Campinaçu,GO,3.708,C,"A população de Campinaçu (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4120333,-51.400398,-23.025699,Prado Ferreira,PR,3.709,C,"A população de Prado Ferreira (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3508900,-51.223889,-21.949764,Caiabu,SP,3.712,C,"A população de Caiabu (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3111150,-44.763321,-16.508751,Campo Azul,MG,3.714,C,"A população de Campo Azul (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5215256,-49.726747,-13.250499,Novo Planalto,GO,3.716,C,"A população de Novo Planalto (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5221908,-49.611195,-17.07807,Varjão,GO,3.716,C,"A população de Varjão (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3530904,-47.602006,-22.94272,Mombuca,SP,3.722,C,"A população de Mombuca (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1718840,-49.876145,-12.400984,Sandolândia,TO,3.723,C,"A população de Sandolândia (TO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4309951,-52.442766,-28.625172,Ibirapuitã,RS,3.723,C,"A população de Ibirapuitã (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2912608,-40.884782,-12.603191,Ibiquera,BA,3.725,C,"A população de Ibiquera (BA) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4309753,-53.166145,-29.41826,Ibarama,RS,3.732,C,"A população de Ibarama (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3532108,-51.301442,-20.996762,Murutinga do Sul,SP,3.737,C,"A população de Murutinga do Sul (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2406155,-35.340361,-6.256319,Jundiá,RN,3.739,C,"A população de Jundiá (RN) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2511004,-38.080811,-7.458595,Pedra Branca,PB,3.739,C,"A população de Pedra Branca (PB) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3141900,-44.613943,-21.674924,Minduri,MG,3.741,C,"A população de Minduri (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4314308,-53.593732,-28.453837,Pejuçara,RS,3.745,C,"A população de Pejuçara (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3152131,-44.973616,-16.608805,Ponto Chique,MG,3.747,C,"A população de Ponto Chique (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3158607,-43.182806,-21.945971,Santana do Deserto,MG,3.747,C,"A população de Santana do Deserto (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4315206,-52.142888,-29.033687,Putinga,RS,3.747,C,"A população de Putinga (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4113403,-50.7113,-23.026636,Leópolis,PR,3.752,C,"A população de Leópolis (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5204607,-49.699625,-16.787968,Campestre de Goiás,GO,3.755,C,"A população de Campestre de Goiás (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4106555,-52.142126,-24.123748,Corumbataí do Sul,PR,3.760,C,"A população de Corumbataí do Sul (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5103361,-59.332236,-14.634682,Conquista D'Oeste,MT,3.760,C,"A população de Conquista D'Oeste (MT) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3136801,-43.564489,-16.840117,Juramento,MG,3.768,C,"A população de Juramento (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3160009,-42.811525,-21.751444,Santo Antônio do Aventureiro,MG,3.769,C,"A população de Santo Antônio do Aventureiro (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5206701,-46.19172,-14.556803,Damianópolis,GO,3.770,C,"A população de Damianópolis (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3131406,-49.932119,-18.698223,Ipiaçu,MG,3.775,C,"A população de Ipiaçu (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4310850,-53.264112,-27.629546,Jaboticaba,RS,3.779,C,"A população de Jaboticaba (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5213772,-48.731567,-13.145252,Montividiu do Norte,GO,3.779,C,"A população de Montividiu do Norte (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4218350,-49.489841,-28.499162,Treviso,SC,3.782,C,"A população de Treviso (SC) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2801108,-37.000738,-10.148393,Canhoba,SE,3.791,C,"A população de Canhoba (SE) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2411700,-36.048471,-6.383215,São Bento do Trairí,RN,3.792,C,"A população de São Bento do Trairí (RN) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3166501,-43.207278,-18.390648,Serra Azul de Minas,MG,3.792,C,"A população de Serra Azul de Minas (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5101001,-51.806705,-15.130288,Araguaiana,MT,3.795,C,"A população de Araguaiana (MT) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5201603,-49.700825,-16.365949,Araçu,GO,3.799,C,"A população de Araçu (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4305132,-52.995477,-29.627059,Cerro Branco,RS,3.802,C,"A população de Cerro Branco (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1600550,-51.27853,1.625815,Pracuúba,AP,3.803,C,"A população de Pracuúba (AP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3541109,-49.431761,-22.12217,Presidente Alves,SP,3.804,C,"A população de Presidente Alves (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4314472,-53.335632,-29.29146,Pinhal Grande,RS,3.805,C,"A população de Pinhal Grande (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3163003,-42.123353,-18.317512,São José da Safira,MG,3.806,C,"A população de São José da Safira (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4122172,-51.336252,-24.346415,Rio Branco do Ivaí,PR,3.808,C,"A população de Rio Branco do Ivaí (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4128658,-52.236826,-25.406664,Virmond,PR,3.811,C,"A população de Virmond (PR) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2207553,-41.68564,-7.131535,Paquetá,PI,3.813,C,"A população de Paquetá (PI) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3141207,-45.995538,-19.193623,Matutina,MG,3.814,C,"A população de Matutina (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2801900,-37.195792,-10.348375,Cumbe,SE,3.824,C,"A população de Cumbe (SE) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3169059,-46.146492,-22.358693,Tocos do Moji,MG,3.826,C,"A população de Tocos do Moji (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3170438,-50.342952,-19.408437,União de Minas,MG,3.828,C,"A população de União de Minas (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2512036,-38.519852,-6.389744,Poço Dantas,PB,3.830,C,"A população de Poço Dantas (PB) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3544509,-51.018316,-20.249728,Rubinéia,SP,3.833,C,"A população de Rubinéia (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5108303,-54.316447,-11.527676,União do Sul,MT,3.838,C,"A população de União do Sul (MT) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3501103,-50.192117,-21.61254,Alto Alegre,SP,3.841,C,"A população de Alto Alegre (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2918902,-40.309827,-17.559587,Lajedão,BA,3.845,C,"A população de Lajedão (BA) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4305959,-51.689246,-28.995443,Cotiporã,RS,3.846,C,"A população de Cotiporã (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3516101,-50.695312,-22.881209,Florínea,SP,3.851,C,"A população de Florínea (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5215900,-50.194073,-16.820412,Palminópolis,GO,3.851,C,"A população de Palminópolis (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3549607,-44.587253,-22.748894,São José do Barreiro,SP,3.853,C,"A população de São José do Barreiro (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3136405,-44.111582,-17.676046,Joaquim Felício,MG,3.854,C,"A população de Joaquim Felício (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3525409,-47.574193,-20.340137,Jeriquara,SP,3.863,C,"A população de Jeriquara (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4323457,-53.878919,-30.345994,Vila Nova do Sul,RS,3.863,C,"A população de Vila Nova do Sul (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5218789,-48.781967,-17.832093,Rio Quente,GO,3.864,C,"A população de Rio Quente (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3125002,-43.56055,-21.57505,Ewbank da Câmara,MG,3.875,C,"A população de Ewbank da Câmara (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2207793,-42.470939,-5.245036,Pau D'Arco do Piauí,PI,3.880,C,"A população de Pau D'Arco do Piauí (PI) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5206503,-49.356932,-17.240543,Cromínia,GO,3.883,C,"A população de Cromínia (GO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1705607,-47.303673,-12.171034,Conceição do Tocantins,TO,3.887,C,"A população de Conceição do Tocantins (TO) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3504701,-49.333082,-21.892412,Balbinos,SP,3.887,C,"A população de Balbinos (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3548401,-50.517985,-21.660195,Santópolis do Aguapeí,SP,3.899,C,"A população de Santópolis do Aguapeí (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3141306,-46.339726,-19.989152,Medeiros,MG,3.900,C,"A população de Medeiros (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2201988,-42.790949,-8.382424,Brejo do Piauí,PI,3.904,C,"A população de Brejo do Piauí (PI) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2408409,-37.710188,-5.978935,Olho d'Água do Borges,RN,3.905,C,"A população de Olho d'Água do Borges (RN) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3100401,-43.101202,-20.399832,Acaiaca,MG,3.909,C,"A população de Acaiaca (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3157377,-41.789861,-16.050739,Santa Cruz de Salinas,MG,3.910,C,"A população de Santa Cruz de Salinas (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4315354,-53.116869,-28.756921,Quinze de Novembro,RS,3.910,C,"A população de Quinze de Novembro (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4300059,-52.051741,-28.213856,Água Santa,RS,3.912,C,"A população de Água Santa (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4305405,-53.909849,-27.986493,Chiapetta,RS,3.913,C,"A população de Chiapetta (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2512200,-37.085792,-7.694727,Prata,PB,3.915,C,"A população de Prata (PB) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3160207,-43.266743,-18.478409,Santo Antônio do Itambé,MG,3.915,C,"A população de Santo Antônio do Itambé (MG) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3501202,-49.920251,-20.289554,Álvares Florence,SP,3.915,C,"A população de Álvares Florence (SP) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4311981,-51.584299,-30.313976,Mariana Pimentel,RS,3.916,C,"A população de Mariana Pimentel (RS) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2407252,-38.317645,-6.405108,Major Sales,RN,3.924,C,"A população de Major Sales (RN) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4219853,-51.535615,-27.476988,Zortéa,SC,3.930,C,"A população de Zortéa (SC) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5106208,-55.050813,-14.784477,Nova Brasilândia,MT,3.932,C,"A população de Nova Brasilândia (MT) é 1,2 vez maior que o máximo de componentes recomendados para um desfile na Sapucaí."
